"filename","mentions","full.filename.txt","ObjectID","Name","File.Size","File.Size.in.Bytes","Num.PDFPages","COUNTRY","YEAR","EVENTTYPE","INTERNALEVENTNUM","INTERNALSYSNUM","SOURCE","TRANSLATOR","PUBLISHER","no.text","not.in.chronology","duplicated","language","not.available.in.english","txt.size","has.mention","year.has.mention","earliest.dem","latest.dem","latest.dem.not.amendment","last.constitution.in.force","first.constitution.in.force","mentions.only.in.amendment","has.gaps","gap.years","democracy.event"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/CambodiaKampuchea_1981EnglishPrivate_152.txt","KAMPUCHEA/DEMOCRATIC/KAMPUCHEA/the KPRC quickly administered the entire territory. This shining victory opened a new chapter/in our history and gave our people independence, freedom, democracy and the right to be/masters of their true destiny in order to rebuild our beloved Kampuchea according to our//democratic state, which has territorial integrity and is gradually advancing toward socialism./The sovereignty of the People's Republic of Kampuchea covers its mainland, islands, territorial/imperialism, new and old colonialism, the Chinese Beijing expansionism, racism and the/reactionary forces and their lackeys and for peace, national independence, democracy and social/progress.//having struggled for peace and democracy, for national independence and socialism or for free-/dom in scientific and cultural activities in the interest of social progress.//To protect the power of the people and the democratic legality;/To preserve public security and the social order;/KAMPUCHEA/DEMOCRATIC/KAMPUCHEA/the KPRC quickly administered the entire territory. This shining victory opened a new chapter/in our history and gave our people independence, freedom, democracy and the right to be/masters of their true destiny in order to rebuild our beloved Kampuchea according to our//democratic state, which has territorial integrity and is gradually advancing toward socialism./The sovereignty of the People's Republic of Kampuchea covers its mainland, islands, territorial/imperialism, new and old colonialism, the Chinese Beijing expansionism, racism and the/reactionary forces and their lackeys and for peace, national independence, democracy and social/progress.//having struggled for peace and democracy, for national independence and socialism or for free-/dom in scientific and cultural activities in the interest of social progress.//To protect the power of the people and the democratic legality;/To preserve public security and the social order;","CambodiaKampuchea_1981EnglishPrivate_152.txt",152,"Cambodia (Kampuchea)'s Constitution of 1981","2M",2834645,18,"Cambodia (Kampuchea)",1981,"new",176,911,"Constitutions of the Countries of the World","U.S. State Department","Oceana Publications, Inc.",FALSE,FALSE,FALSE,"English",FALSE,80764,TRUE,TRUE,1972,2008,1993,1993,1947,FALSE,FALSE,FALSE,"new"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/CambodiaKampuchea_1989EnglishPrivate_153.txt","/Democratic Kampuchea//The State of Cambodia is an independent, sovereign/with territorial integrity, peaceful. democratic, neutral./and nonaligned tate. The sovereignty of the State of//I. Protecting the people's state authority and the demo-/cratic legitimacy.//Democratic Kampuchea//The State of Cambodia is an independent, sovereign/with territorial integrity, peaceful. democratic, neutral./and nonaligned tate. The sovereignty of the State of//I. Protecting the people's state authority and the demo-/cratic legitimacy.","CambodiaKampuchea_1989EnglishPrivate_153.txt",153,"Cambodia (Kampuchea)'s Constitution of 1989","2M",2757802,23,"Cambodia (Kampuchea)",1989,"new",1334,912,"Constitutions of the Countries of the World","U.S. State Department","Oceana Publications, Inc.",FALSE,FALSE,FALSE,"English",FALSE,82766,TRUE,TRUE,1972,2008,1993,1993,1947,FALSE,FALSE,FALSE,"new"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/CambodiaKampuchea_1993EnglishPrivate_154.txt","civilization,  and  to  restore  Cambodia  into  an  ""Island  of Peace""  based  on  a  multi-party  liberal/democratic  regime  guaranteeing  human  rights  and  the  respect  of  law,  and  responsible  for  the/destiny of the  nation  always  evolving  toward  progress,  development,  prosperity,  and  glory,/Cambodia  is  a  Kingdom  with  a  King  who  shall  rule  according  to  the  Constitution  and  to  the/principles  of liberal  democracy  and  pluralism.//Khmer  citizens  of  either  sex  shall  respect  the  principles  of national  sovereignty,  liberal  multi-/party  democracy.//Article  51:/The  Kingdom  of Cambodia  adopts  a  policy  of Liberal  Democracy  and  Pluralism.//Article  133:/Revision  or  amendment  affecting  the  system  of liberal  and  pluralistic  democracy  and  the  regime/of Constitutional  Monarchy  shall  be  prohibited./of best  Angkor  civilization,  to  reconstruct  the  country  into  an  "" Inslan  of Peace  "" based  on  system/of multi-party  liberal  democracy,  to  guarantee  the  human  rights  and  the  respect  of  law;  bearing  a/high  sense  of responsibility  vis-avis  the  fate  and  future  of the  Nation,  in  order  to  eternally  move/Cambodia  is  a  Kingdom  in  which  the  King  follows  the  constitution  and  multi-party  liberal/democracy./The  Kingdom  of  Cambodia  is  an  independent,  sovereign,  peaceful,  permanently  neutral,  and/Khmer  citizens  of  either  sex  shall  respect  the  principle  of national  sovereignty  and  multi-party/liberal  democracy.///The  Kingdom  of Cambodia  adopts  a  regime  of multi-party  liberal  democracy./Khmer  citizens  are  the  owners  of their Nation's  fate./Revision  amendment /democracy  and  constitutional  monarchy,  shall  be  prohibited./","CambodiaKampuchea_1993EnglishPrivate_154.txt",154,"Cambodia (Kampuchea)'s Constitution of 1993","2M",2062207,50,"Cambodia (Kampuchea)",1993,"new",177,913,"HeinOnline","Not Specified","William S. Hein & Co., Inc.",FALSE,FALSE,FALSE,"English",FALSE,107987,TRUE,TRUE,1972,2008,1993,1993,1947,FALSE,FALSE,FALSE,"new"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/CambodiaKampuchea_1999_8463.txt","civilization, and to restore Cambodia into an “Island of /Peace” based on a multi-party liberal democratic regime /guaranteeing human rights and the respect of law, and //democracy and pluralism. / /Article 50. Khmer citizens of either sex shall respect the principles /of national sovereignty, liberal multi-party democracy. / /Article 51. The Kingdom of Cambodia adopts a policy of Liberal /Democracy and Pluralism. / /Article 153. Revision or amendment affecting the system of liberal /and pluralistic democracy and the regime of Constitutional /Monarchy shall be prohibited.","CambodiaKampuchea_1999_8463.txt",8463,"Cambodia (Kampuchea)'s Constitution of 1993 with Amendments through 1999","185K",185012,37,"Cambodia (Kampuchea)",1999,"amendment",178,913,"Royal Government of Cambodia","Not Specified","Royal Government of Cambodia",FALSE,FALSE,TRUE,"English",FALSE,61032,TRUE,TRUE,1972,2008,1993,1993,1947,FALSE,FALSE,FALSE,"amendment"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/CambodiaKampuchea_1999EnglishPrivate_155.txt","of Angkor civilization, and to restore Cambodia into an ""Island of Peace"" based on a/multi-party liberal democratic regime guaranteeing human rights and the respect of law,//Cambodia is a Kingdom with a King who shall rule according to the Constitution and to/the principles of liberal democracy and pluralism.//Khmer citizens of either sex shall respect the principles of national sovereignty, liberal/multi-party democracy./Khmer citizens of either sex shall respect public and legally acquired private properties.//The Kingdom of Cambodia adopts a policy of Liberal Democracy and Pluralism./The Cambodian people are the masters of their own country.//Revision or amendment affecting the system of liberal and pluralistic democracy and the/regime of Constitutional Monarchy shall be prohibited.","CambodiaKampuchea_1999EnglishPrivate_155.txt",155,"Cambodia (Kampuchea)'s Constitution of 1993 with Amendments through 1999","83K",83846,34,"Cambodia (Kampuchea)",1999,"amendment",178,913,"Constitutions of the Countries of the World","Unofficial","Oceana Publications, Inc.",FALSE,FALSE,TRUE,"English",FALSE,59222,TRUE,TRUE,1972,2008,1993,1993,1947,FALSE,FALSE,FALSE,"amendment"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/CambodiaKampuchea_2008EnglishPrivate_10776.txt","again  be  an  ""Island  of  Peace""  based  on  a  liberal  multi-party-/democratic  system,  to  guarantee  human  rights  and  the  respect/of  law,  and  to  be  responsible  for  progressively  developing  the/to  the  Constitution  and  the principles  of liberal multi-party/democracy.//Khmer  citizens  of  either  sex  shall  respect  the  principles  of/national  sovereignty  and  liberal multi-party  democracy./Khmer  citizens  of either  sex  shall  respect  public  property  and/The  Kingdom  of  Cambodia  adopts  a  liberal  multi-party/democratic  policy./Khmer  citizens  are  the masters  of their own  country./Revisions  or  amendments  affecting  the  system  of liberal  multi-/party  democracy  and  the  regime  of  Constitutional  Monarchy/shall  be  prohibited./This  Constitutional  Law  aims,  in  accordance  with  the  basic/principles  of  a  liberal  multi-party  democracy,  to  facilitate  the/efficient","CambodiaKampuchea_2008EnglishPrivate_10776.txt",10776,"Cambodia (Kampuchea)'s Constitution of 1993 with Amendments through 2008","2M",2724348,63,"Cambodia (Kampuchea)",2008,"amendment",NA,NA,"HeinOnline","Menzel, Jorg, Kim Sochetra, Kong Monika, Som Savuth, and Yan Vandelux","William S. Hein & Co., Inc.",FALSE,TRUE,NA,"English",FALSE,85198,TRUE,TRUE,1972,2008,1993,1993,1947,FALSE,FALSE,FALSE,"amendment"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Cameroon_1960EnglishPrivate_156.txt","/(2) Nothing in this section shall invalidate any law that is reasonably justifiable in a democratic /society— //(4) Nothing in this section shall invalidate any law that is reasonably justifiable in a democratic /society— //(2) Nothing in this section shall invalidate any law that is reasonably justifiable in a democratic /society— //(2) Nothing in this section shall invalidate any law that is reasonably justifiable in a democratic /society— //(2) Nothing in this section shall invalidate any law that is reasonably justifiable in a democratic /society— /to its nature and to special circumstances pertaining to the persons to whom it applies, is /reasonably justifiable in a democratic society. /","Cameroon_1960EnglishPrivate_156.txt",156,"Cameroon's Constitution of 1960","174K",174576,57,"Cameroon",1960,"new",179,618,"Statutory Instruments 1960","Not Specified","Her Majesty's Stationery Office",FALSE,FALSE,FALSE,"English",FALSE,130278,TRUE,TRUE,1960,2008,1972,1972,1960,FALSE,FALSE,FALSE,"new"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Cameroon_1961EnglishPrivate_157.txt","/The Federal Republic of Cameroon is democratic, secular and social./It shall ensure the equality of all citizens before the law. It affirms its//They must respect the principles of democracy and national sovereignty./Art. 4.  The federal authority shall be exercised by:","Cameroon_1961EnglishPrivate_157.txt",157,"Cameroon's Constitution of 1961","610K",610805,15,"Cameroon",1961,"new",180,619,"Constitutions of Nations","Ministry of Foreign Affairs, Yaounde","Martinus Nijhoff",FALSE,FALSE,FALSE,"English",FALSE,30980,TRUE,TRUE,1960,2008,1972,1972,1960,FALSE,FALSE,FALSE,"new"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Cameroon_1972EnglishPrivate_158.txt","(2) The United Republic of Cameroon shall be one and indivisible./(3) It shall be democratic, secular and dedicated to social service. It shall///(2) Such parties shall be bound to respect the principles of democracy and of//impair the republican character, unity or territorial integrity of the State, or the/democratic principles by which the Republic is governed./","Cameroon_1972EnglishPrivate_158.txt",158,"Cameroon's Constitution of 1972","422K",422009,11,"Cameroon",1972,"new",181,620,"Constitutional and Parliamentary Information","Not Specified","Not Specified",FALSE,FALSE,FALSE,"English",FALSE,24154,TRUE,TRUE,1960,2008,1972,1972,1960,FALSE,FALSE,FALSE,"new"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Cameroon_1975EnglishPrivate_159.txt","/It shall be democratic, secular and/dedicated to social service. It shall ensure/(2) Such parties shall be bound to res-/pect the principles of democracy and of/national sovereignt y and unity./territorial integrity of the State, or the/democratic principles by which the Repu-/blic is governed.//It shall be democratic, secular and/dedicated to social service. It shall ensure/(2) Such parties shall be bound to res-/pect the principles of democracy and of/national sovereignt y and unity./territorial integrity of the State, or the/democratic principles by which the Repu-/blic is governed.","Cameroon_1975EnglishPrivate_159.txt",159,"Cameroon's Constitution of 1972 with Amendments through 1975","1M",1566082,9,"Cameroon",1975,"amendment",1335,620,"Constitutions of the Countries of the World","Not Specified","Oceana Publications, Inc.",FALSE,FALSE,FALSE,"English",FALSE,50078,TRUE,TRUE,1960,2008,1972,1972,1960,FALSE,FALSE,FALSE,"amendment"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Cameroon_1984EnglishPrivate_160.txt","(2) The Republic of Cameroon shall be a Unitary' State./It shall be one and indivisible, democratic, secular and/dedicated to social service. It shall ensure the equality of/(2) The Republic of Cameroon shall be a Unitary' State./It shall be one and indivisible, democratic, secular and/dedicated to social service. It shall ensure the equality of","Cameroon_1984EnglishPrivate_160.txt",160,"1984 Amendment to Cameroon's Constitution of 1972","4M",4175294,31,"Cameroon",1984,"amendment",1337,620,"Constitutions of the Countries of the World","Not Specified","Oceana Publications, Inc.",FALSE,FALSE,FALSE,"English",FALSE,100098,TRUE,TRUE,1960,2008,1972,1972,1960,FALSE,FALSE,FALSE,"amendment"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Cameroon_1996EnglishPrivate_161.txt","/It shall be one and indivisible, secular, democratic and dedicated to social service./It shall be one and indivisible, secular, democratic and dedicated to social service./It shall recognize and protect traditional values that conform to democratic principles,/It shall recognize and protect traditional values that conform to democratic principles,/human rights and the law./3. Political parties and groups shall help the electorate in the making of voting decisions./They shall be bound to respect the principles of democracy, national sovereignty and/unity. They shall be formed and shall exercise their activities in accordance with the law./64. No procedure for the amendment of the Constitution affecting the republican form,/unity and territorial integrity of the State and the democratic principles which govern the/Republic shall be accepted.","Cameroon_1996EnglishPrivate_161.txt",161,"Cameroon's Constitution of 1972 with Amendments through 1996","66K",66950,28,"Cameroon",1996,"amendment",182,620,"Constitutions of the Countries of the World","Official","Oceana Publications, Inc.",FALSE,FALSE,FALSE,"English",FALSE,54653,TRUE,TRUE,1960,2008,1972,1972,1960,FALSE,FALSE,FALSE,"amendment"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Cameroon_2008EnglishPrivate_10777.txt","(2) The Republic of Cameroon shall be a decentralized unitary State. It shall be one and /indivisible, secular, democratic and dedicated to social service. It shall recognize and protect /indivisible, secular, democratic and dedicated to social service. It shall recognize and protect /traditional values that conform to democratic principles, human rights and the law. It shall ensure /traditional values that conform to democratic principles, human rights and the law. It shall ensure /the equality of all citizens before the law. /Political parties and groups shall help the electorate in the making of voting decisions. They shall /be bound to respect the principles of democracy, national sovereignty and unity. They shall be /formed and shall exercise their activities in accordance with the law. /No procedure for the amendment of the Constitution affecting the republican form, unity and /territorial integrity of the State and the democratic principles which govern the Republic shall be /accepted.","Cameroon_2008EnglishPrivate_10777.txt",10777,"2008 Amendment to Cameroon's Constitution of 1972 ","130K",130372,4,"Cameroon",2008,"amendment",3932,620,"HeinOnline","Not Specified","William S. Hein & Co., Inc.",FALSE,TRUE,TRUE,"English",FALSE,60661,TRUE,TRUE,1960,2008,1972,1972,1960,FALSE,FALSE,FALSE,"amendment"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Cameroon_2008EnglishPrivate_11998.txt","(2) The Republic of Cameroon shall be a decentralized unitary State. It shall be one and /indivisible, secular, democratic and dedicated to social service. It shall recognize and protect /indivisible, secular, democratic and dedicated to social service. It shall recognize and protect /traditional values that conform to democratic principles, human rights and the law. It shall ensure /traditional values that conform to democratic principles, human rights and the law. It shall ensure /the equality of all citizens before the law. /Political parties and groups shall help the electorate in the making of voting decisions. They shall /be bound to respect the principles of democracy, national sovereignty and unity. They shall be /formed and shall exercise their activities in accordance with the law. /No procedure for the amendment of the Constitution affecting the republican form, unity and /territorial integrity of the State and the democratic principles which govern the Republic shall be /accepted.","Cameroon_2008EnglishPrivate_11998.txt",11998,"Cameroon's Constitution of 1972 with Amendments through 2008","79K",79213,31,"Cameroon",2008,"amendment",3932,620,"Constitutions of the Countries of the World (online)","Official","Oxford University Press, Inc.",FALSE,TRUE,TRUE,"English",FALSE,60661,TRUE,TRUE,1960,2008,1972,1972,1960,FALSE,FALSE,FALSE,"amendment"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Canada_1763EnglishPrivate_162.txt",NA,"Canada_1763EnglishPrivate_162.txt",162,"Canada's Constitution of 1763","24K",24672,6,"Canada",1763,"new",3156,3,"Avalon Project, The","Not Specified","Yale Law School, Lillian Goldman Law Library",FALSE,TRUE,FALSE,"English",FALSE,12206,FALSE,FALSE,1982,2011,NA,1867,1763,FALSE,FALSE,FALSE,NA
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Canada_1791EnglishPrivate_163.txt",NA,"Canada_1791EnglishPrivate_163.txt",163,"Canada's Constitution of 1791","56K",56287,23,"Canada",1791,"new",3157,4,"Solon Law Archive, The","Not Specified","William F. Maton",FALSE,TRUE,FALSE,"English",FALSE,56465,FALSE,FALSE,1982,2011,NA,1867,1763,FALSE,FALSE,FALSE,NA
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Canada_1867EnglishPrivate_164.txt",NA,"Canada_1867EnglishPrivate_164.txt",164,"Canada's Constitution of 1867","1M",1147993,26,"Canada",1867,"new",185,5,"Constitutions of Nations","Not Specified","Rumford Press, The",FALSE,FALSE,FALSE,"English",FALSE,59098,FALSE,FALSE,1982,2011,NA,1867,1763,FALSE,FALSE,FALSE,NA
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Canada_1871EnglishPrivate_165.txt",NA,"Canada_1871EnglishPrivate_165.txt",165,"1871 Amendment to Canada's Constitution of 1867","12K",12437,2,"Canada",1871,"amendment",2081,5,"Solon Law Archive, The","Not Specified","William F. Maton",FALSE,FALSE,FALSE,"English",FALSE,3387,FALSE,FALSE,1982,2011,NA,1867,1763,FALSE,FALSE,FALSE,NA
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Canada_1875EnglishPrivate_166.txt",NA,"Canada_1875EnglishPrivate_166.txt",166,"1875 Amendment to Canada's Constitution of 1867","12K",12281,2,"Canada",1875,"amendment",2082,5,"Solon Law Archive, The","Not Specified","William F. Maton",FALSE,FALSE,FALSE,"English",FALSE,2750,FALSE,FALSE,1982,2011,NA,1867,1763,FALSE,FALSE,FALSE,NA
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Canada_1886EnglishPrivate_167.txt",NA,"Canada_1886EnglishPrivate_167.txt",167,"1886 Amendment to Canada's Constitution of 1867","12K",12191,2,"Canada",1886,"amendment",2083,5,"Solon Law Archive, The","Not Specified","William F. Maton",FALSE,FALSE,FALSE,"English",FALSE,2568,FALSE,FALSE,1982,2011,NA,1867,1763,FALSE,FALSE,FALSE,NA
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Canada_1893EnglishPrivate_9602.txt",NA,"Canada_1893EnglishPrivate_9602.txt",9602,"1893 Amendment to Canada's Constitution of 1867","174K",174080,3,"Canada",1893,"amendment",3488,5,"Constitutions of the World 1776 to Present","Not Applicable","K.G. Saur Verlag",FALSE,FALSE,FALSE,"English",FALSE,9550,FALSE,FALSE,1982,2011,NA,1867,1763,FALSE,FALSE,FALSE,NA
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Canada_1907EnglishPrivate_168.txt",NA,"Canada_1907EnglishPrivate_168.txt",168,"1907 Amendment to Canada's Constitution of 1867","23K",23772,4,"Canada",1907,"amendment",2084,5,"Solon Law Archive, The","Not Specified","William F. Maton",FALSE,FALSE,FALSE,"English",FALSE,8415,FALSE,FALSE,1982,2011,NA,1867,1763,FALSE,FALSE,FALSE,NA
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Canada_1915EnglishPrivate_169.txt",NA,"Canada_1915EnglishPrivate_169.txt",169,"1915 Amendment to Canada's Constitution of 1867","13K",13515,2,"Canada",1915,"amendment",2085,5,"Solon Law Archive, The","Not Specified","William F. Maton",FALSE,FALSE,FALSE,"English",FALSE,3900,FALSE,FALSE,1982,2011,NA,1867,1763,FALSE,FALSE,FALSE,NA
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Canada_1916EnglishPrivate_9603.txt",NA,"Canada_1916EnglishPrivate_9603.txt",9603,"1916 Amendment to Canada's Constitution of 1867","76K",76504,1,"Canada",1916,"amendment",3489,5,"Constitutions of the World 1776 to Present","Not Applicable","K.G. Saur Verlag",FALSE,FALSE,FALSE,"English",FALSE,3124,FALSE,FALSE,1982,2011,NA,1867,1763,FALSE,FALSE,FALSE,NA
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Canada_1927EnglishPrivate_9604.txt",NA,"Canada_1927EnglishPrivate_9604.txt",9604,"1927 Amendment to Canada's Constitution of 1867","898K",898069,6,"Canada",1927,"amendment",3490,5,"Constitutions of the World 1776 to Present","Not Applicable","K.G. Saur Verlag",FALSE,FALSE,FALSE,"English",FALSE,12484,FALSE,FALSE,1982,2011,NA,1867,1763,FALSE,FALSE,FALSE,NA
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Canada_1930EnglishPrivate_9605.txt",NA,"Canada_1930EnglishPrivate_9605.txt",9605,"1930 Amendment to Canada's Constitution of 1867","5M",5005667,60,"Canada",1930,"amendment",3491,5,"Constitutions of the World 1776 to Present","Not Applicable","K.G. Saur Verlag",FALSE,FALSE,FALSE,"English",FALSE,229944,FALSE,FALSE,1982,2011,NA,1867,1763,FALSE,FALSE,FALSE,NA
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Canada_1940EnglishPrivate_170.txt",NA,"Canada_1940EnglishPrivate_170.txt",170,"1940 Amendment to Canada's Constitution of 1867","10K",10424,1,"Canada",1940,"amendment",2086,5,"Solon Law Archive, The","Not Specified","William F. Maton",FALSE,FALSE,FALSE,"English",FALSE,1555,FALSE,FALSE,1982,2011,NA,1867,1763,FALSE,FALSE,FALSE,NA
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Canada_1943EnglishPrivate_9606.txt",NA,"Canada_1943EnglishPrivate_9606.txt",9606,"1943 Amendment to Canada's Constitution of 1867","59K",59694,1,"Canada",1943,"amendment",3492,5,"Constitutions of the World 1776 to Present","Not Applicable","K.G. Saur Verlag",FALSE,FALSE,FALSE,"English",FALSE,2550,FALSE,FALSE,1982,2011,NA,1867,1763,FALSE,FALSE,FALSE,NA
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Canada_1946EnglishPrivate_9607.txt",NA,"Canada_1946EnglishPrivate_9607.txt",9607,"1946 Amendment to Canada's Constitution of 1867","1M",1027588,3,"Canada",1946,"amendment",3493,5,"Constitutions of the World 1776 to Present","Not Applicable","K.G. Saur Verlag",FALSE,FALSE,FALSE,"English",FALSE,5321,FALSE,FALSE,1982,2011,NA,1867,1763,FALSE,FALSE,FALSE,NA
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Canada_1949EnglishPrivate_9608.txt",NA,"Canada_1949EnglishPrivate_9608.txt",9608,"1949 Amendment to Canada's Constitution of 1867","2M",2011947,22,"Canada",1949,"amendment",3494,5,"Constitutions of the World 1776 to Present","Not Applicable","K.G. Saur Verlag",FALSE,FALSE,FALSE,"English",FALSE,68262,FALSE,FALSE,1982,2011,NA,1867,1763,FALSE,FALSE,FALSE,NA
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Canada_1951EnglishPrivate_9609.txt",NA,"Canada_1951EnglishPrivate_9609.txt",9609,"1951 Amendment to Canada's Constitution of 1867","53K",53366,2,"Canada",1951,"amendment",3495,5,"Constitutions of the World 1776 to Present","Not Applicable","K.G. Saur Verlag",FALSE,FALSE,FALSE,"English",FALSE,1720,FALSE,FALSE,1982,2011,NA,1867,1763,FALSE,FALSE,FALSE,NA
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Canada_1952EnglishPrivate_9610.txt",NA,"Canada_1952EnglishPrivate_9610.txt",9610,"1952 Amendment to Canada's Constitution of 1867","119K",119498,2,"Canada",1952,"amendment",3496,5,"Constitutions of the World 1776 to Present","Not Applicable","K.G. Saur Verlag",FALSE,FALSE,FALSE,"English",FALSE,5403,FALSE,FALSE,1982,2011,NA,1867,1763,FALSE,FALSE,FALSE,NA
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Canada_1960EnglishPrivate_171.txt",NA,"Canada_1960EnglishPrivate_171.txt",171,"1960 Amendment to Canada's Constitution of 1867","629K",629820,7,"Canada",1960,"amendment",1338,5,"Constitutions of the Countries of the World","Patino Guerra, Ithzel A.","Oceana Publications, Inc.",FALSE,FALSE,FALSE,"English",FALSE,7636,FALSE,FALSE,1982,2011,NA,1867,1763,FALSE,FALSE,FALSE,NA
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Canada_1964EnglishPrivate_172.txt",NA,"Canada_1964EnglishPrivate_172.txt",172,"1964 Amendment to Canada's Constitution of 1867","11K",11286,1,"Canada",1964,"amendment",2087,5,"Solon Law Archive, The","Not Specified","William F. Maton",FALSE,FALSE,FALSE,"English",FALSE,1658,FALSE,FALSE,1982,2011,NA,1867,1763,FALSE,FALSE,FALSE,NA
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Canada_1965EnglishPrivate_173.txt",NA,"Canada_1965EnglishPrivate_173.txt",173,"Canada's Constitution of 1867 with Amendments through 1965","1M",1539720,33,"Canada",1965,"amendment",1339,5,"Constitutions of Nations","Department of Legal Affairs, Pan American Union","Martinus Nijhoff",FALSE,FALSE,FALSE,"English",FALSE,83841,FALSE,FALSE,1982,2011,NA,1867,1763,FALSE,FALSE,FALSE,NA
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Canada_1974EnglishPrivate_174.txt",NA,"Canada_1974EnglishPrivate_174.txt",174,"1974 Amendment to Canada's Constitution of 1867","21K",21427,5,"Canada",1974,"amendment",2088,5,"Solon Law Archive, The","Not Specified","William F. Maton",FALSE,FALSE,FALSE,"English",FALSE,9074,FALSE,FALSE,1982,2011,NA,1867,1763,FALSE,FALSE,FALSE,NA
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Canada_1975EnglishPrivate_175.txt",NA,"Canada_1975EnglishPrivate_175.txt",175,"1975 Amendment to Canada's Constitution of 1867","14K",14260,2,"Canada",1975,"amendment",1341,5,"Solon Law Archive, The","Not Specified","William F. Maton",FALSE,FALSE,FALSE,"English",FALSE,2826,FALSE,FALSE,1982,2011,NA,1867,1763,FALSE,FALSE,FALSE,NA
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Canada_1982EnglishPrivate_176.txt","such reasonable limits prescribed by law as can be demonstr-/ably justified in a free and democratic society.///Democratic Rights/","Canada_1982EnglishPrivate_176.txt",176,"Canada's Constitution of 1867 with Amendments through 1982","2M",2406951,85,"Canada",1982,"amendment",186,5,"Constitutions of the Countries of the World","Patino Guerra, Ithzel A.","Oceana Publications, Inc.",FALSE,FALSE,FALSE,"English",FALSE,136409,TRUE,TRUE,1982,2011,NA,1867,1763,TRUE,FALSE,FALSE,"amendment"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Canada_1983EnglishPrivate_177.txt",NA,"Canada_1983EnglishPrivate_177.txt",177,"1983 Amendment to Canada's Constitution of 1867","19K",19426,4,"Canada",1983,"amendment",1343,5,"Solon Law Archive, The","Not Specified","William F. Maton",FALSE,FALSE,FALSE,"English",FALSE,6351,FALSE,FALSE,1982,2011,NA,1867,1763,FALSE,FALSE,FALSE,NA
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Canada_1986EnglishPrivate_9611.txt",NA,"Canada_1986EnglishPrivate_9611.txt",9611,"1986 Amendment to Canada's Constitution of 1867","532K",532562,8,"Canada",1986,"amendment",3497,5,"Constitutions of the World 1776 to Present","Not Applicable","K.G. Saur Verlag",FALSE,FALSE,FALSE,"English",FALSE,32836,FALSE,FALSE,1982,2011,NA,1867,1763,FALSE,FALSE,FALSE,NA
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Canada_1987EnglishPrivate_179.txt",NA,"Canada_1987EnglishPrivate_179.txt",179,"1987 Amendment to Canada's Constitution of 1867","308K",308632,11,"Canada",1987,"amendment",2090,5,"Constitutions of the Countries of the World","Not Specified","Oceana Publications, Inc.",FALSE,FALSE,FALSE,"English",FALSE,14966,FALSE,FALSE,1982,2011,NA,1867,1763,FALSE,FALSE,FALSE,NA
